name,formattedAddress,lat,long,photoReference,placeID,rating,userRatingsTotal,cityType,cityName,compoundCode,types,hiddenGems,ticketStatus,budget,category,userType,openHours,closeHours,closeDays,description,access,activity,facility,suggestion
The Great Asia Africa,"Jl. Raya Lembang - Bandung No.71, Gudangkahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia",-6.8329455,107.6040915,ATJ83zic7HQv3Sq_OWKt-5MVlZeVODYDomh1DIA705elFg5QKw5N6JzjCIjysyE7A4Abytt0KZSFzIduceb2Vz6vDPusTS0S4lfxVfWUZPZS02jvpVYSSAz4vr1cBFLVOg8dZXfMsAV8iFMfVYRVVq8ZDXr3rDbPuPWVMJGT2ji7svmlLqlu,ChIJrZMq_VrhaC4RjvaH06iyNa0,4.5,18452,kota,KOTA BANDUNG,"5J83+RJ Gudangkahuripan, West Bandung Regency, West Java",tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Perbelanjaan|Kuliner,Solo|Friends|Couple|Family,09.00,18.0,-,"The Great Asia Africa di Lembang, Bandung adalah destinasi wisata yang selalu ramai oleh pengunjung. Tempat ini menampilkan keindahan arsitektur dari Asia dan Afrika dalam satu lokasi.","Jika Anda memulai perjalanan dari Stasiun Bandung, Anda dapat menggunakan angkutan umum dengan rute ke Lembang dan berhenti di depan Farm House Lembang. Jika Anda datang dari Terminal Cicaheum atau Terminal Leuwipanjang, Anda dapat naik bus Damri ke Terminal Ledeng, kemudian lanjutkan perjalanan dengan angkutan umum ke Lembang.",Wisata edukasi.Wisata keluarga.berfoto dengan spot foto yang disediakan.Menikmati pemandangan.,playground. toilet. mushola.gazebo.Area parkir.,Datanglah dengan pakaian yang nyaman dan sepatu yang cocok untuk berjalan kaki.Bawalah kamera untuk mengabadikan momen-momen indah.
Vanda Park,"Jl. Merdeka No.9, Babakan Ciamis, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40117, Indonesia",-6.9140478,107.6101684,ATJ83zhFWxTvKfKgYnjsvLWwDo_DBSqsCCbQju8awh9XRE5QuscRaqkT10gFFuTB9MBHojwHecrVYJToPIgcO0MXJwuIv8fFvhm5absxfukQUJTo1ZwLkGfRajLLWz6C52j_0X51y6MJcKdfBPocTlv_ZgnPHEJDnDeTM0CjOuwDMcv9PkQY,ChIJ4_mfmDDmaC4RjZ5NPgO9_PI,4.4,3006,kota,KOTA BANDUNG,"3JP6+93 Babakanciamis, Bandung City, West Java",tourist_attraction|park|point_of_interest|establishment,No,No,Low,Relaxing,Solo|Friends|Couple|Family,00.00,23.59,-,"Taman Vanda Bandung adalah taman yang terletak di Kota Bandung, Jawa Barat. Taman ini memiliki latar belakang pemandangan air mancur pada malam hari.","Taman kota ini terletak di tengah Jalan Merdeka, tepatnya di antara Balaikota, Mapolrestabes Bandung dan gedung Bank Indonesia.",Anda dapat berjalan-jalan di sekitar taman dan menikmati pemandangan alam yang menawan.,bangku dan tempat duduk.,Jangan pernah parkir di bahu jalan karena Anda hampir pasti akan didenda.Lokasinya sangat ramai sehingga bisa parkir di parkiran mobil balai kota atau di Polrestabes agar lebih nyaman.
WISATA TERAS CIDURIAN,"4J5Q+8XX, Neglasari, Cibeunying Kaler, Bandung City, West Java 40124, Indonesia",-6.8916349,107.639971,ATJ83zhLlzQEB2bBe1-Vn-1yBdgUM3hw03f4O_XgP_0t7yyOpIIBpDt1x3MwBKWUCEUo5EkwkqmlKK3q0VMJU2I_L704IQExQVXlx11IoBtCuVlV_E837ysj0eu2I7A_BVHCUlBXbJNjVUqcZf8WNvdJ4psX_gbKIOY3BbKgKXdT6UxRCkXR,ChIJ08rgucPnaC4RdoBETgPszIA,4.6,9,kota,KOTA BANDUNG,,tourist_attraction|point_of_interest|establishment,Yes,No,Low,Edukasi|Relaxing|Art,Solo|Friends|Couple|Family,00.00,23.59,-,"Teras Cidurian adalah sebuah lokasi yang baru dibangun untuk warga RW 08 Kelurahan Neglasari, Kecamatan Cibeunying Kaler, Kota Bandung, terutama bagi mereka yang tinggal di sepanjang aliran Sungai.","Teras Cidurian terletak di RW 08 Kelurahan Neglasari, Cibeunying Kaler, Bandung, maka aksesnya akan lebih mudah dari pusat kota Bandung. Anda dapat mencapainya dengan kendaraan pribadi atau transportasi umum setempat. Pastikan untuk memeriksa informasi lokasi yang lebih rinci dan terbaru untuk petunjuk yang akurat.","Dapat berkumpul, menjalin silaturahim, dan menikmati waktu bersama.",kotak literasi.Tempat duduk.,"Kenakan pakaian yang nyaman dan sesuai dengan cuaca.Pastikan Anda membawa uang tunai, karena tidak semua tempat menerima pembayaran dengan kartu kredit.Jangan lupa membawa botol air minum, terutama jika Anda berencana untuk berjalan-jalan."
Tarekot Malang City Park,"2JCM+C2X, Jl. Mojopahit, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",-7.9788915,112.6326248,ATJ83zgB3qUhUe7UHkBQ9E1VzYOiwamTYOUYJ4gHR9w3DopSDE1Llf-A4PTKYlcDMpolV1Mjs2WMemkF--GzU6PDJwt_LBR4ZzshSwe_JzKQRNWseISUawTRCNos7YJYFXc8UFTCRtAgbDX0rDQ0BVEAbxynNo9dGo5CYgJYOrr5G9WnOCYZ,ChIJl1cP9SEo1i0RXJ2TcxOAVQg,4.0,1275,kota,KOTA MALANG,,amusement_park|tourist_attraction|park|point_of_interest|establishment,No,Yes,Low,Relaxing|Entertain,Solo|Family|Couple|Friends,08.00,17.0,-,"Tempat Rekreasi Kota Malang yang populer ini adalah Taman Rekreasi Kota Malang, yang lebih dikenal dengan sebutan Tarekot. Terletak di belakang Gedung Balai Kota Malang, tepatnya di Jl. Mojopahit, Kelurahan Kidul Dalem, Kecamatan Klojen, Kota Malang, Tarekot menjadi destinasi favorit sejak tahun 2007. Keberadaannya yang strategis, dilalui oleh angkutan umum, membuatnya ramai dikunjungi terutama saat akhir pekan dan musim liburan.","Rute menuju Tarekot dapat ditempuh dengan perjalanan sekitar 1 jam dari Kota Batu. Jika tidak membawa kendaraan pribadi, alternatifnya adalah naik angkutan umum dari Kota Batu dan turun di Terminal Landungsari. Selanjutnya, naik angkot LDG (Landungsari – Dinoyo – Gadang) dan turun di depan Pasar Splendid atau Tugu Kota Malang, diikuti dengan beberapa menit berjalan kaki.",Menikmati beberapa wahana kolam renang yang dapat dijadikan pilihan,Kantin.Gazebo.Toilet.Mushalla.Area playground. ,Membawa peralatan renang sendiri.Memilih jam sepi untuk menghindari keramaian.Melakukan desinfeksi mandiri sebelum dan setelah berenang.
Kampung Biru Arema,"2J9P+CVQ, Kiduldalem, Klojen, Malang City, East Java 65119, Indonesia",-7.981404100000001,112.6372383,ATJ83zgtWHKCLju-9yPSZCOn6tRNJqfksvq7Zk3DRaOKDxpL5USKpTrM9qX-QUf2FNAvK8g2ej6HbgexWPN8rljGuQ2DK1u0U__Ogxf2nKfmMpjDIjNlBqHqqPXiV6g0CjPyqAWKOovvxb_IeNiQGC14Nnc5rHykbgzHzVvQXGYBjL1qLmTw,ChIJLUnu-D0o1i0RNWRF_2Rx4ck,4.5,835,kota,KOTA MALANG,,tourist_attraction|point_of_interest|establishment,No,No,Low,Relaxing,Solo|Family|Couple|Friends,08.00,21.0,-,"Kampung Biru Arema, sebuah destinasi wisata kampung tematik di Kabupaten Malang, memperoleh predikat sebagai kiblat wisata kampung di daerah tersebut. Terletak di Kelurahan Kidul Dalem, Kecamatan Klojen, Kota Malang, kampung ini menjadi populer sejak akhir tahun 2017. Inovasi kreatif Pemerintah Kabupaten Malang dan perusahaan cat menciptakan kampung ini dengan tema warna biru, menghasilkan tempat yang unik dan menarik untuk dikunjungi.","Akses ke Kampung Biru Arema bisa dijangkau melalui jembatan Kali Brantas, yang memungkinkan pengunjung menyaksikan keindahan kampung warna-warni dan kampung biru dari ketinggian. Lokasi kampung ini berada di RT/RW 03/05 Kelurahan Kidul Dalem, Kecamatan Klojen, Kota Malang, Jawa Timur, dengan kode pos 65119. Jika berkunjung dari Bukit Kuneer Malang, perjalanan memakan waktu sekitar 60 menit atau sekitar 23 kilometer. Wisatawan yang tidak membawa kendaraan pribadi dapat menggunakan angkutan umum dari Terminal Arjosari atau Terminal Hamid Rusdi, naik angkutan kota AMG atau AJG, dan melanjutkan perjalanan dengan jalan kaki dari bawah jembatan embong Brantas.","Mengabadikan momen dengan foto di antara rumah-rumah berwarna biru, dan berinteraksi dengan masyarakat setempat",Tempat parkir.,Gunakan transportasi umum jika tidak membawa kendaraan pribadi.Memberikan apresiasi dengan berdonasi.
Tlogomas Park,"Jl. Baiduri Pandan No.17, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",-7.9306041,112.6046125,ATJ83zhFe7se4_AAj-mmGMF-tOfyt46gdutaGFPdjiWqkMrelzcm9TwZAaTKDUUeUyVdEopwpUL9wnF-YaCgP6C7aKyHvmiQ2Zck34BdutJAAUWTEP6SqYB3UUCeQtm1jTw96OVDTjAw0STMhFnoZ9sv2eCbMswvfHgUxVsi2WtyEnMsEJY9,ChIJn3kqnBCCeC4R0e99aQkM2zM,4.1,1606,kota,KOTA MALANG,"3J93+QR Tlogomas, Malang City, East Java",amusement_park|tourist_attraction|point_of_interest|establishment,No,Yes,Low,Edukasi|Relaxing|Entertain,Solo|Family|Couple|Friends,07.00,16.3,-,"Taman Wisata Tlogomas, yang terletak di Jalan Baiduri Pandan 17 Dinoyo, Kota Malang, merupakan destinasi wisata alam yang nyaman dan berfungsi sebagai taman kota. Didirikan pada tahun 1989, taman ini menawarkan suasana sejuk dan asri, cocok untuk melepaskan penat bersama teman, keluarga, atau pasangan.","Taman Wisata Tlogomas dapat diakses melalui Jalan Baiduri Pandan 17 Dinoyo, Kota Malang. Untuk pengunjung yang datang dari pusat Kota Malang atau Terminal Arjosari, dapat memilih mikrolet jurusan LG, GL, AL, atau ADL dengan membayar Rp 2.500 dan turun di Terminal Landungsari, dilanjutkan dengan berjalan kaki menuju Tlogomas.","Menikmati miniatur tujuh keajaiban dunia, replika candi, patung karakter dongeng, dan superhero Batman dan Robin.Menjelajahi miniatur hewan prasejarah, patung Dewi Kwam Im, Garuda Wisnu Kencana, tokoh pewayangan, benda luar angkasa, tokoh alien, replika naga, dan miniatur air terjun.Bersantai di gazebo dan bangku-bangku, menikmati suasana tengah kota.Berenang di kolam renang yang tersedia untuk dewasa dan anak-anak.",Mushola.Tempat parkir.Tempat makan.Tempat bermain anak.Gazebo.Kolam renang.,Manfaatkan kamera untuk mengabadikan momen di spot menarik.Pilih waktu kunjungan pada libur panjang untuk pengalaman santai.Ajak orang tercinta untuk pengalaman berlibur yang lebih baik.Gunakan jasa agen wisata untuk kenyamanan.Pastikan kondisi badan dalam keadaan prima saat berlibur.
Kampung Tridi,"Jl. Temenggungan Ledok, Kesatrian, Kec. Blimbing, Kota Malang, Jawa Timur 65121, Indonesia",-7.982208099999999,112.638085,ATJ83zhJ-YD1VTwhVj6FCB7tcrPgMSHpLGXw1zf8PTkgQcQdwqkDCwAS9qsqJHq-ro3MRlpF9QjCvYMHYH0y8aNvUkMpBmvzwAnj3lKwR8RKVf7hcFwPI-wVe-NWTtWukgbHcXpxjZc9IL0Bai3tOfcOqmdElBIYfUy1K8rGTByllEeW8_T-,ChIJPaDBAT4o1i0R2_8JhxMSY5g,4.4,3201,kota,KOTA MALANG,"2J9Q+46 Kesatrian, Malang City, East Java",tourist_attraction|point_of_interest|establishment,No,Yes,Low,Relaxing,Solo|Family|Couple|Friends,08.00,19.0,-,"Kampung Tridi Malang, sebuah kampung yang menyerupai Kampong Glam di Singapura. Kampung Tridi telah menjadi wajah baru wisata di Kota Malang, menawarkan keunikan berupa warna-warni yang ceria. Dengan banyaknya pengunjung yang berbondong-bondong untuk berfoto dan membagikannya di media sosial, tempat ini semakin populer dan ramai dikunjungi.",Akses terbuka dengan datang langsung ke lokasi.,Menikmati pemandangan perkampungan warna-warni yang memanjakan mata.,Toilet.Mushola.Lahan parkir.Warung makan.,Jangan lewatkan untuk berfoto di depan mural dan gambar tiga dimensi yang unik.Cobalah melintasi jembatan kaca untuk pengalaman seru.Bersantailah sambil beramah-tamah dengan warga setempat.Manfaatkan fasilitas umum yang telah disediakan.
Malang Night Paradise,"Jl. Graha Kencana Raya Jl. Raya Karanglo No.66, Karanglo, Balearjosari, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",-7.923509899999999,112.6580123,ATJ83zjQJlFwP3p6tegPua88MsndgInMesFKpLomQ3OhHvceLqQJdrawfqIrdaHd_Zft00GTBWolM_Zk8LYdQJ3m6iCwIYfuuSypV7mVTd__RQJ3Jm8T-O7Kv9K2WcOsn_5dob25dXnApLkljnvj637Kkic3DHDrE8d1Nnb93BgytyW-EszF,ChIJ569mZIYp1i0RABy8uVtD5EE,4.4,11665,kota,KOTA MALANG,"3MG5+H6 Balearjosari, Malang City, East Java",amusement_park|tourist_attraction|point_of_interest|establishment,No,Yes,Medium,Edukasi|Relaxing|Entertain,Solo|Family|Couple|Friends,17.45,23.0,-,"Malang Night Paradise merupakan wisata malam terbesar di Jawa Timur yang menawarkan keindahan gemerlap taman lampu LED dan taman lampion, dan merupakan satu-satunya tempat foto dengan standar internasional.",Akses terbuka dengan datang langsung ke lokasi menggunakan kendaraan pribadi atau umum.,"Menikmati wisata Magic Journey 2, Roemah 147, Adventure Land, and Museum Ganesya.",Tempat parkir.Musholla.Toilet.Akses kursi roda.Drink court.Food court.Ruang medis.,Datanglah pada malam hari.
Trunojoyo Park,"2JFP+CJC, Jl. Trunojoyo, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",-7.9764328,112.6365191,ATJ83zjhCooK_C7rL1IigjHUX4fuz53vRp5wLr3ma-kQm4fMG9kbMuMumPTpd9c0juRVCp8ZLcT4geKGcowG5v8CMgpKfbvwKTcXWgnUb9gCUm09GDKJ2X7dMBhNVNVkQfok3rpIEEzs2k0_aYnUCEMzxwtwg6OdWXbQlQXESqbkwlwWDaZ0,ChIJBVGM9Tso1i0R8U_5lMF8I7w,4.4,2400,kota,KOTA MALANG,,park|tourist_attraction|point_of_interest|establishment,No,No,Low,Relaxing|Edukasi,Solo|Family|Couple|Friends,00.00,23.59,-,"Taman Trunojoyo Malang, juga dikenal sebagai Taman Cerdas Trunojoyo, merupakan ruang terbuka hijau yang luas dan menyegarkan di tengah-tengah Kota Malang. Terletak di jantung kota, taman ini berfungsi sebagai paru-paru kota, menyediakan tempat yang nyaman untuk beristirahat dan bersantai. Dengan patung singa (Singo Edan) yang mencolok, taman ini menawarkan suasana adem dengan pohon trembesi yang tinggi membentuk atap alami.","Taman Trunojoyo terdiri dari dua bagian, yaitu Taman Trunojoyo Utara dan Taman Trunojoyo Selatan, yang dipisahkan oleh jalan yang cukup ramai. Lokasinya sangat strategis, dekat dengan Stasiun Malang Kota Baru, Alun-alun Tugu Malang, dan berbagai tempat penting lainnya di kota. Untuk mencapai taman ini dengan angkutan umum, dapat menggunakan angkot jurusan AL atau ADL dari Terminal Arjosari atau angkot lin AG dari Terminal Gadang.",Menikmati area bermain anak-anak dan membaca buku di taman baca.,Toilet umum.Gazebo.Pujasera.Penjual makanan.Taman baca.,Pengunjung disarankan untuk membawa bekal makanan jika ingin piknik di taman.Tetap menjaga kebersihan taman dengan tidak meninggalkan sampah dan memanfaatkan tempat sampah yang telah disediakan.
Wendit Recreational Waterpark,"2MXF+2X8, Jl. Raya Wendit Tim., Lowoksoro, Mangliawan, Kec. Pakis, Kabupaten Malang, Jawa Timur 65154, Indonesia",-7.952452900000001,112.6749379,ATJ83zib7EwmWR4VjQp7vk-EgfTeceAu-jtZYWGGpzBVleCz7BHAkVm9Ph3gkh5WYKnrU11wQa6Fdbh6u9hJfvItuDpE-tsto4RjID8apt7fj0SL39ltux3I7aesM1vg0cHNQtR1C0h2eFMY6YHFtXMzYdb4IwTEMjNiDJstqrpthNvfqt60,ChIJWSn4OgQp1i0R1hyPo61eSOw,4.1,7429,kota,KOTA MALANG,,tourist_attraction|park|point_of_interest|establishment,No,Yes,Low,Relaxing|Entertain,Solo|Family|Couple|Friends,08.00,15.0,Friday,"Wendit Waterpark, sebuah objek wisata air legendaris di Kabupaten Malang, Jawa Timur, terkenal dengan keberadaan monyet yang berkeliaran bebas di area tersebut. Meskipun telah berdiri puluhan tahun, tetapi Wendit Waterpark terus menjadi tujuan favorit pengunjung, terutama pada hari libur dan musim liburan. Setelah mengalami penutupan sementara selama Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM), kini Wendit Waterpark telah kembali buka dan siap menyambut pengunjung.","Wendit Waterpark terletak di Jalan Raya Wendit Timur, Mangliawan, Pakis, Kabupaten Malang, Jawa Timur. Untuk mencapai lokasi, pengunjung dapat menggunakan kendaraan pribadi atau transportasi umum dengan rute yang mengarah ke Jalan Raya Wendit Timur.","Menikmati berbagai wahana air seperti kolam dewasa, kolam anak, kolam arus, sepeda air, dan perahu. Di samping itu, terdapat juga wahana permainan seperti Bom-Bom Car, Worm Coaster, dan Carousel.",Kolam renang.Wahana permainan.,Membawa peralatan yang diperlukan untuk berenang dan bermain air.Berhati-hati terhadap monyet yang berkeliaran dan tidak memberikan makanan pada hewan-hewan tersebut.Menjaga kebersihan area wisata juga menjadi tanggung jawab bersama.
Taman Rekreasi Sengkaling,"Jl. Raya Mulyoagung No.188 Mulyoagung Dau Sengkaling Jetis, Jetis, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65153, Indonesia",-7.9153841,112.5889089,ATJ83zivTERJayDiDgrNs-4actSlpAqSjkvVn-wBx81GuErRZjWHYWw89iLciwbYcSTbRb9Zj-01pzbnWZkpqNgLBPE1NNEjrKdAX7wo28E3QIuV0qfa4Bf3Gw5zKCyxpLLbpEeXFiDXJjJUtB_IXcDEDjFI0gzUlVwYc8ZN23egS00C-3fw,ChIJVxN4YY6BeC4R1d1EueGiN7o,4.3,8594,kota,KOTA MALANG,"3HMQ+RH Mulyoagung, Malang Regency, East Java",amusement_park|tourist_attraction|point_of_interest|establishment,No,Yes,Low,Relaxing|Entertain,Solo|Family|Couple|Friends,06.00,17.0,-,"Taman Rekreasi Sengkaling, yang dikelola oleh Universitas Muhammadiyah Malang, adalah destinasi wisata yang menawarkan berbagai kegiatan seru untuk keluarga dan teman-teman. Terletak di Malang, tempat ini menarik perhatian pengunjung dengan harga tiket masuk yang terjangkau dan beragam daya tarik menarik.","Untuk mencapai Taman Rekreasi Sengkaling, pengunjung dapat menggunakan kendaraan pribadi atau transportasi umum. Dengan letak yang mudah dijangkau, tempat ini dapat diakses dari pusat kota Malang dengan waktu perjalanan yang cukup singkat. Rute yang disarankan dapat ditemukan melalui aplikasi peta atau ditanyakan kepada penduduk setempat.",Menikmati aneka wahana permainan dan kolam renang.,Wahana permainan.Area parkir.Toilet.Tempat makan.,Disarankan untuk datang bersama keluarga atau teman untuk menikmati kegiatan secara bersama-sama.Pakailah pakaian yang nyaman dan sesuai dengan aktivitas yang akan dilakukan.Jangan lupa membawa perlengkapan renang jika berencana menggunakan fasilitas kolam.
Taman Kunang Kunang,"2JPF+PFJ, Jalan Jakarta Oro-oro Dowo, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia",-7.9631613,112.6236354,ATJ83zhO294j4Lu-kJfb1J0AfLUVe7aTFp_-2QwlndRLEdcfW0TH9578jAMIwnMheYS4A7E5-xyTYYD2m06yhvGc0j6Dbl2fmb6hkTP0XYwA7-BFKZSnPnojZI6IVmIdxo1I45sIupeRVoLEJLgDb0IWiqo_V1sh1zLC5fTdwxCav2iZlYQy,ChIJG5Ig5ioo1i0R-QoNW6XhL4g,4.3,2246,kota,KOTA MALANG,,park|tourist_attraction|point_of_interest|establishment,No,Yes,Low,Relaxing,Solo|Family|Couple|Friends,00.00,23.59,-,"Sesuai dengan namanya, taman ini memiliki keistimewaan dalam penataan lampunya. Taman tersebut bernama Taman Kunang-Kunang yang terinspirasi dari indahnya kunang-kunang. Selain itu dekorasi taman yang indah membuat taman ini menarik untuk dikunjungi. embangunan Taman Kunang-Kunang diprakarsai oleh dana CSR dari Bentoel Grup yang sebelumnya juga telah membangun Taman Cerdas Trunojoyo. Taman ini diresmikan oleh Walikota Malang pada 1 April 2015, bertepatan dengan hari jadi Kota Malang ke-101. Di taman sepanjang 850 meter ini lebih mengedepankan konsep perpaduan antara permainan lampu di malam hari dan rimbunnya pepohonan. Sepanjang taman dipasang berbagai jenis lampu. Pohon yang ada di taman itu tetap dipertahankan tetapi hanya dilakukan pemangkasan atau merapikan daun-daunnya saja.","Objek wisata ini hanya berjarak sekitar 3,6 kilometer dari Alun-Alun Kota Malang menuju arah barat laut dan dapat ditempuh via Jl. Kawi. Perjalanan ini hanya membutuhkan waktu sekiranya 8-10 menit jika ditempuh menggunakan kendaraan roda dua maupun empat.",Menikmati keindahan taman sambil relaksasi.,Area parkir.Tempat sampah.Gazebo.,"Kunjungi objek wisata satu ini bersama teman, sahabat maupun keluarga untuk sensasi liburan yang lebih menyenangkan.Persiapkan kamera untuk mengabadikan momen liburanmu.Selalu jaga kebersihan dan keindahan objek wisata, jangan membuang sampah sembarangan dan jangan melakukan hal-hal yang dapat merusak fasilitas pada objek wisata.Selalu berhati-hati dengan barang bawaanmu, terutama jika kamu berkunjung di waktu-waktu padat atau ramai pengunjung."
Merbabu Family Park,"2JJG+R88, Jl. Merbabu, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",-7.967958,112.6258225,ATJ83zjXPugXxHgR9Vc7Zx7vFmvKeoLtfcCFcIcD3q3m9rp5ZL26QJLyTKGgBkk067oE0ipMkD1c0FFv6sSOMqYL-cavUyw6m7ICDYwTDBIuycO8rMJRXJHi1cXDPfNwPpB_vuHpHhCviFxlxD4wesNGfMAYKiLJHPWzz-7eeznreeLEiEw1,ChIJGZkISyko1i0Rp52mUl5OyMg,4.3,1041,kota,KOTA MALANG,,park|tourist_attraction|point_of_interest|establishment,No,No,Low,Relaxing,Solo|Family|Couple|Friends,00.00,23.59,-,"Taman Merbabu Family Park, terletak di Malang, menawarkan pengalaman wisata yang menyenangkan dan gratis untuk seluruh keluarga. Meskipun belum sepopuler beberapa destinasi lain di Malang, taman ini menyajikan fasilitas lengkap dan menjadi tempat ideal untuk menghabiskan waktu akhir pekan bersama keluarga tercinta.","Taman Merbabu Family Park dapat diakses dengan mudah melalui kendaraan pribadi atau transportasi umum. Lokasinya strategis di tengah keramaian kota Malang, memudahkan pengunjung untuk mencapai destinasi ini. Rute dapat ditemukan melalui aplikasi peta atau dengan bertanya kepada penduduk setempat.",Menikmati area playground dan kegiatan olahraga.,Area playground.Lapangan futsal.Fasilitas olahraga.Jogging track.,"Bawalah perlengkapan piknik jika berencana untuk menghabiskan waktu bersama keluarga.Gunakan perlengkapan yang sesuai dengan aktivitas yang akan dilakukan, terutama bagi anak-anak yang bermain di arena pasir putih.Manfaatkan fasilitas wifi gratis untuk tetap terhubung dengan dunia digital."
Monumen Juang 45,"2JCP+XGG, Jl. Kertanegara, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",-7.977553100000001,112.636329,ATJ83zhFnL6eNS46fSMooDFNW80Tl7AphsrMAfn0wXDZin9Xc0kV012136xOrC7i7wZwuiqnFL_bLklSbpHIApoYOCnTpOw4pHVORrDRiPzq_OohSYWbez-9jPDz_uOTgGySAQbqTvI_b6G_tzWwTeoh33axOUFGggZk2FBvTTqejH4d6r13,ChIJX0D9ZTwo1i0REX0uGVxtYKM,4.3,77,kota,KOTA MALANG,,tourist_attraction|point_of_interest|establishment,No,No,Low,Edukasi|Historical|Relaxing,Solo|Family|Couple|Friends,00.00,23.59,-,"Monumen Juang Malang adalah sebuah situs bersejarah yang terletak di pusat Kota Malang, Jawa Timur, Indonesia. Dibangun pada tanggal 20 Mei 1975 oleh inisiatif pemerintah Kota Malang, monumen ini bertujuan untuk memperingati perjuangan bangsa Indonesia melawan penjajah. Meskipun berada di tengah kota dan mudah diakses, Monumen Juang Malang tetap memancarkan keberanian pejuang masa lalu.","Monumen Juang Malang berlokasi di Jalan Kertanegara, Klojen, Kecamatan Klojen, Kota Malang. Terletak di pusat kota, tempat ini mudah dijangkau oleh wisatawan dan masyarakat setempat. Dapat diakses dengan mudah melalui jalan raya, monumen ini berdiri kokoh di pinggir jalan, memberikan pengingat akan perjuangan yang hebat. Jalan Kertanegara adalah akses utama yang dapat membawa pengunjung langsung ke lokasi.","Menikmati arsitektur unik monumen dan berfoto di sekitarnya, menciptakan kenangan yang berkesan.",kolam air mancur.,Disarankan datang pada pagi atau sore hari untuk menikmati pemandangan yang indah dan mendapatkan foto terbaik.Gunakan waktu kunjungan untuk merenung dan memahami makna sejarah yang terkandung dalam monumen.Jangan lewatkan kesempatan mencicipi kuliner khas Jawa Timur di pusat kuliner lesehan di depan monumen.
